"Balancing Time Unit (UTC)","+ Imbalance Price [GBP/MWh] - MBA|GB","- Imbalance Price [GBP/MWh] - MBA|GB","Total Imbalance [MWh] - MBA|GB","Situation","Status"
"05.04.2018 11:00 - 05.04.2018 11:30","37.41","37.41","397","","Final"
"05.04.2018 11:30 - 05.04.2018 12:00","31.00","31.00","447","","Final"
"05.04.2018 12:00 - 05.04.2018 12:30","35.59","35.59","888","","Final"
"05.04.2018 12:30 - 05.04.2018 13:00","37.25","37.25","809","","Final"
"05.04.2018 13:00 - 05.04.2018 13:30","37.11","37.11","718","","Final"
"05.04.2018 13:30 - 05.04.2018 14:00","37.11","37.11","552","","Final"
"05.04.2018 14:00 - 05.04.2018 14:30","37.25","37.25","627","","Final"
"05.04.2018 14:30 - 05.04.2018 15:00","34.62","34.62","624","","Final"
"05.04.2018 15:00 - 05.04.2018 15:30","37.03","37.03","923","","Final"
"05.04.2018 15:30 - 05.04.2018 16:00","37.30","37.30","807","","Final"
"05.04.2018 16:00 - 05.04.2018 16:30","37.60","37.60","576","","Final"
"05.04.2018 16:30 - 05.04.2018 17:00","38.25","38.25","385","","Final"
"05.04.2018 17:00 - 05.04.2018 17:30","39.20","39.20","136","","Final"
"05.04.2018 17:30 - 05.04.2018 18:00","39.41","39.41","9","","Final"
"05.04.2018 18:00 - 05.04.2018 18:30","39.13","39.13","272","","Final"
"05.04.2018 18:30 - 05.04.2018 19:00","38.97","38.97","288","","Final"
"05.04.2018 19:00 - 05.04.2018 19:30","4.83","4.83","268","","Final"
"05.04.2018 19:30 - 05.04.2018 20:00","39.24","39.24","199","","Final"
"05.04.2018 20:00 - 05.04.2018 20:30","39.20","39.20","220","","Final"
"05.04.2018 20:30 - 05.04.2018 21:00","38.34","38.34","277","","Final"
"05.04.2018 21:00 - 05.04.2018 21:30","38.30","38.30","208","","Final"
"05.04.2018 21:30 - 05.04.2018 22:00","38.25","38.25","477","","Final"
"05.04.2018 22:00 - 05.04.2018 22:30","38.24","38.24","178","","Final"
"05.04.2018 22:30 - 05.04.2018 23:00","38.89","38.89","18","","Final"
"05.04.2018 23:00 - 05.04.2018 23:30","37.00","37.00","212","","Final"
"05.04.2018 23:30 - 06.04.2018 00:00","36.26","36.26","417","","Final"
"06.04.2018 00:00 - 06.04.2018 00:30","36.31","36.31","375","","Final"
"06.04.2018 00:30 - 06.04.2018 01:00","36.51","36.51","288","","Final"
"06.04.2018 01:00 - 06.04.2018 01:30","36.99","36.99","121","","Final"
"06.04.2018 01:30 - 06.04.2018 02:00","55.13","55.13","28","","Final"
"06.04.2018 02:00 - 06.04.2018 02:30","58.74","58.74","168","","Final"
"06.04.2018 02:30 - 06.04.2018 03:00","57.00","57.00","24","","Final"
"06.04.2018 03:00 - 06.04.2018 03:30","32.10","32.10","251","","Final"
"06.04.2018 03:30 - 06.04.2018 04:00","32.10","32.10","375","","Final"
"06.04.2018 04:00 - 06.04.2018 04:30","34.40","34.40","281","","Final"
"06.04.2018 04:30 - 06.04.2018 05:00","36.46","36.46","74","","Final"
"06.04.2018 05:00 - 06.04.2018 05:30","38.24","38.24","42","","Final"
"06.04.2018 05:30 - 06.04.2018 06:00","21.38","21.38","559","","Final"
"06.04.2018 06:00 - 06.04.2018 06:30","34.00","34.00","768","","Final"
"06.04.2018 06:30 - 06.04.2018 07:00","36.85","36.85","429","","Final"
"06.04.2018 07:00 - 06.04.2018 07:30","41.00","41.00","30","","Final"
"06.04.2018 07:30 - 06.04.2018 08:00","98.00","98.00","230","","Final"
"06.04.2018 08:00 - 06.04.2018 08:30","91.00","91.00","335","","Final"
"06.04.2018 08:30 - 06.04.2018 09:00","75.96","75.96","284","","Final"
"06.04.2018 09:00 - 06.04.2018 09:30","59.98","59.98","130","","Final"
"06.04.2018 09:30 - 06.04.2018 10:00","37.87","37.87","163","","Final"
"06.04.2018 10:00 - 06.04.2018 10:30","36.79","36.79","158","","Final"
"06.04.2018 10:30 - 06.04.2018 11:00","36.32","36.32","487","","Final"
"06.04.2018 11:00 - 06.04.2018 11:30","36.18","36.18","393","","Final"
"06.04.2018 11:30 - 06.04.2018 12:00","31.32","31.32","628","","Final"
"06.04.2018 12:00 - 06.04.2018 12:30","25.00","25.00","738","","Final"
"06.04.2018 12:30 - 06.04.2018 13:00","25.00","25.00","786","","Final"
"06.04.2018 13:00 - 06.04.2018 13:30","27.63","27.63","794","","Final"
"06.04.2018 13:30 - 06.04.2018 14:00","34.02","34.02","460","","Final"
"06.04.2018 14:00 - 06.04.2018 14:30","36.09","36.09","340","","Final"
"06.04.2018 14:30 - 06.04.2018 15:00","36.75","36.75","48","","Final"
"06.04.2018 15:00 - 06.04.2018 15:30","55.00","55.00","34","","Final"
"06.04.2018 15:30 - 06.04.2018 16:00","58.43","58.43","351","","Final"
"06.04.2018 16:00 - 06.04.2018 16:30","36.75","36.75","298","","Final"
"06.04.2018 16:30 - 06.04.2018 17:00","36.75","36.75","386","","Final"
"06.04.2018 17:00 - 06.04.2018 17:30","36.76","36.76","132","","Final"
"06.04.2018 17:30 - 06.04.2018 18:00","36.85","36.85","90","","Final"
"06.04.2018 18:00 - 06.04.2018 18:30","42.88","42.88","61","","Final"
"06.04.2018 18:30 - 06.04.2018 19:00","47.89","47.89","100","","Final"
"06.04.2018 19:00 - 06.04.2018 19:30","42.27","42.27","50","","Final"
"06.04.2018 19:30 - 06.04.2018 20:00","21.24","21.24","215","","Final"
"06.04.2018 20:00 - 06.04.2018 20:30","34.00","34.00","393","","Final"
"06.04.2018 20:30 - 06.04.2018 21:00","34.00","34.00","806","","Final"
"06.04.2018 21:00 - 06.04.2018 21:30","34.00","34.00","852","","Final"
"06.04.2018 21:30 - 06.04.2018 22:00","10.00","10.00","1030","","Final"
"06.04.2018 22:00 - 06.04.2018 22:30","10.00","10.00","887","","Final"
"06.04.2018 22:30 - 06.04.2018 23:00","10.00","10.00","736","","Final"
"06.04.2018 23:00 - 06.04.2018 23:30","34.02","34.02","709","","Final"
"06.04.2018 23:30 - 07.04.2018 00:00","36.66","36.66","507","","Final"
"07.04.2018 00:00 - 07.04.2018 00:30","37.05","37.05","356","","Final"
"07.04.2018 00:30 - 07.04.2018 01:00","50.81","50.81","145","","Final"
"07.04.2018 01:00 - 07.04.2018 01:30","34.02","34.02","45","","Final"
"07.04.2018 01:30 - 07.04.2018 02:00","35.37","35.37","90","","Final"
"07.04.2018 02:00 - 07.04.2018 02:30","34.02","34.02","254","","Final"
"07.04.2018 02:30 - 07.04.2018 03:00","34.02","34.02","375","","Final"
"07.04.2018 03:00 - 07.04.2018 03:30","34.02","34.02","283","","Final"
"07.04.2018 03:30 - 07.04.2018 04:00","37.39","37.39","57","","Final"
"07.04.2018 04:00 - 07.04.2018 04:30","36.61","36.61","25","","Final"
"07.04.2018 04:30 - 07.04.2018 05:00","58.15","58.15","24","","Final"
"07.04.2018 05:00 - 07.04.2018 05:30","62.92","62.92","80","","Final"
"07.04.2018 05:30 - 07.04.2018 06:00","34.78","34.78","218","","Final"
"07.04.2018 06:00 - 07.04.2018 06:30","35.85","35.85","484","","Final"
"07.04.2018 06:30 - 07.04.2018 07:00","36.07","36.07","481","","Final"
"07.04.2018 07:00 - 07.04.2018 07:30","38.00","38.00","100","","Final"
"07.04.2018 07:30 - 07.04.2018 08:00","91.21","91.21","112","","Final"
"07.04.2018 08:00 - 07.04.2018 08:30","93.39","93.39","111","","Final"
"07.04.2018 08:30 - 07.04.2018 09:00","97.00","97.00","223","","Final"
"07.04.2018 09:00 - 07.04.2018 09:30","60.59","60.59","258","","Final"
"07.04.2018 09:30 - 07.04.2018 10:00","111.13","111.13","324","","Final"
"07.04.2018 10:00 - 07.04.2018 10:30","75.61","75.61","121","","Final"
"07.04.2018 10:30 - 07.04.2018 11:00","38.39","38.39","71","","Final"
"07.04.2018 11:00 - 07.04.2018 11:30","38.16","38.16","167","","Final"
"07.04.2018 11:30 - 07.04.2018 12:00","37.89","37.89","509","","Final"
"07.04.2018 12:00 - 07.04.2018 12:30","38.50","38.50","11","","Final"
"07.04.2018 12:30 - 07.04.2018 13:00","54.00","54.00","86","","Final"
"07.04.2018 13:00 - 07.04.2018 13:30","54.00","54.00","64","","Final"
"07.04.2018 13:30 - 07.04.2018 14:00","32.30","32.30","242","","Final"
"07.04.2018 14:00 - 07.04.2018 14:30","-0.89","-0.89","574","","Final"
"07.04.2018 14:30 - 07.04.2018 15:00","37.49","37.49","458","","Final"
"07.04.2018 15:00 - 07.04.2018 15:30","37.98","37.98","193","","Final"
"07.04.2018 15:30 - 07.04.2018 16:00","38.50","38.50","51","","Final"
"07.04.2018 16:00 - 07.04.2018 16:30","90.00","90.00","63","","Final"
"07.04.2018 16:30 - 07.04.2018 17:00","91.00","91.00","107","","Final"
"07.04.2018 17:00 - 07.04.2018 17:30","80.70","80.70","203","","Final"
"07.04.2018 17:30 - 07.04.2018 18:00","40.08","40.08","72","","Final"
"07.04.2018 18:00 - 07.04.2018 18:30","38.60","38.60","272","","Final"
"07.04.2018 18:30 - 07.04.2018 19:00","35.49","35.49","398","","Final"
"07.04.2018 19:00 - 07.04.2018 19:30","0.00","0.00","194","","Final"
"07.04.2018 19:30 - 07.04.2018 20:00","38.07","38.07","231","","Final"
"07.04.2018 20:00 - 07.04.2018 20:30","38.27","38.27","328","","Final"
"07.04.2018 20:30 - 07.04.2018 21:00","38.62","38.62","170","","Final"
"07.04.2018 21:00 - 07.04.2018 21:30","54.96","54.96","86","","Final"
"07.04.2018 21:30 - 07.04.2018 22:00","38.70","38.70","7","","Final"
"07.04.2018 22:00 - 07.04.2018 22:30","61.03","61.03","253","","Final"
"07.04.2018 22:30 - 07.04.2018 23:00","38.44","38.44","82","","Final"
"07.04.2018 23:00 - 07.04.2018 23:30","38.33","38.33","59","","Final"
"07.04.2018 23:30 - 08.04.2018 00:00","38.30","38.30","31","","Final"
"08.04.2018 00:00 - 08.04.2018 00:30","38.60","38.60","8","","Final"
"08.04.2018 00:30 - 08.04.2018 01:00","46.42","46.42","209","","Final"
"08.04.2018 01:00 - 08.04.2018 01:30","41.66","41.66","167","","Final"
"08.04.2018 01:30 - 08.04.2018 02:00","38.90","38.90","8","","Final"
"08.04.2018 02:00 - 08.04.2018 02:30","38.15","38.15","47","","Final"
"08.04.2018 02:30 - 08.04.2018 03:00","37.50","37.50","133","","Final"
"08.04.2018 03:00 - 08.04.2018 03:30","37.21","37.21","209","","Final"
"08.04.2018 03:30 - 08.04.2018 04:00","35.42","35.42","310","","Final"
"08.04.2018 04:00 - 08.04.2018 04:30","35.57","35.57","293","","Final"
"08.04.2018 04:30 - 08.04.2018 05:00","35.41","35.41","264","","Final"
"08.04.2018 05:00 - 08.04.2018 05:30","37.29","37.29","215","","Final"
"08.04.2018 05:30 - 08.04.2018 06:00","38.12","38.12","120","","Final"
"08.04.2018 06:00 - 08.04.2018 06:30","38.67","38.67","72","","Final"
"08.04.2018 06:30 - 08.04.2018 07:00","38.03","38.03","211","","Final"
"08.04.2018 07:00 - 08.04.2018 07:30","38.67","38.67","89","","Final"
"08.04.2018 07:30 - 08.04.2018 08:00","91.00","91.00","115","","Final"
"08.04.2018 08:00 - 08.04.2018 08:30","89.31","89.31","45","","Final"
"08.04.2018 08:30 - 08.04.2018 09:00","57.86","57.86","153","","Final"
"08.04.2018 09:00 - 08.04.2018 09:30","57.62","57.62","271","","Final"
"08.04.2018 09:30 - 08.04.2018 10:00","53.69","53.69","217","","Final"
"08.04.2018 10:00 - 08.04.2018 10:30","49.63","49.63","170","","Final"
"08.04.2018 10:30 - 08.04.2018 11:00","61.75","61.75","177","","Final"
"08.04.2018 11:00 - 08.04.2018 11:30","79.55","79.55","228","","Final"
"08.04.2018 11:30 - 08.04.2018 12:00","75.52","75.52","197","","Final"
"08.04.2018 12:00 - 08.04.2018 12:30","80.00","80.00","56","","Final"
"08.04.2018 12:30 - 08.04.2018 13:00","38.58","38.58","75","","Final"
"08.04.2018 13:00 - 08.04.2018 13:30","71.32","71.32","130","","Final"
"08.04.2018 13:30 - 08.04.2018 14:00","65.20","65.20","95","","Final"
"08.04.2018 14:00 - 08.04.2018 14:30","39.00","39.00","5","","Final"
"08.04.2018 14:30 - 08.04.2018 15:00","38.54","38.54","104","","Final"
"08.04.2018 15:00 - 08.04.2018 15:30","80.95","80.95","124","","Final"
"08.04.2018 15:30 - 08.04.2018 16:00","91.00","91.00","159","","Final"
"08.04.2018 16:00 - 08.04.2018 16:30","90.92","90.92","219","","Final"
"08.04.2018 16:30 - 08.04.2018 17:00","80.95","80.95","127","","Final"
"08.04.2018 17:00 - 08.04.2018 17:30","80.95","80.95","96","","Final"
"08.04.2018 17:30 - 08.04.2018 18:00","80.95","80.95","42","","Final"
"08.04.2018 18:00 - 08.04.2018 18:30","38.76","38.76","117","","Final"
"08.04.2018 18:30 - 08.04.2018 19:00","37.59","37.59","73","","Final"
"08.04.2018 19:00 - 08.04.2018 19:30","80.95","80.95","26","","Final"
"08.04.2018 19:30 - 08.04.2018 20:00","39.25","39.25","19","","Final"
"08.04.2018 20:00 - 08.04.2018 20:30","87.15","87.15","210","","Final"
"08.04.2018 20:30 - 08.04.2018 21:00","39.10","39.10","48","","Final"
"08.04.2018 21:00 - 08.04.2018 21:30","37.78","37.78","298","","Final"
"08.04.2018 21:30 - 08.04.2018 22:00","36.16","36.16","470","","Final"
"08.04.2018 22:00 - 08.04.2018 22:30","39.10","39.10","52","","Final"
"08.04.2018 22:30 - 08.04.2018 23:00","39.20","39.20","11","","Final"
"08.04.2018 23:00 - 08.04.2018 23:30","38.67","38.67","124","","Final"
"08.04.2018 23:30 - 09.04.2018 00:00","35.15","35.15","119","","Final"
"09.04.2018 00:00 - 09.04.2018 00:30","36.28","36.28","252","","Final"
"09.04.2018 00:30 - 09.04.2018 01:00","59.98","59.98","76","","Final"
"09.04.2018 01:00 - 09.04.2018 01:30","59.98","59.98","94","","Final"
"09.04.2018 01:30 - 09.04.2018 02:00","41.97","41.97","54","","Final"
"09.04.2018 02:00 - 09.04.2018 02:30","38.25","38.25","173","","Final"
"09.04.2018 02:30 - 09.04.2018 03:00","37.46","37.46","273","","Final"
"09.04.2018 03:00 - 09.04.2018 03:30","38.65","38.65","137","","Final"
"09.04.2018 03:30 - 09.04.2018 04:00","38.57","38.57","21","","Final"
"09.04.2018 04:00 - 09.04.2018 04:30","38.05","38.05","186","","Final"
"09.04.2018 04:30 - 09.04.2018 05:00","38.41","38.41","41","","Final"
"09.04.2018 05:00 - 09.04.2018 05:30","62.06","62.06","172","","Final"
"09.04.2018 05:30 - 09.04.2018 06:00","37.00","37.00","370","","Final"
"09.04.2018 06:00 - 09.04.2018 06:30","38.59","38.59","272","","Final"
"09.04.2018 06:30 - 09.04.2018 07:00","42.01","42.01","17","","Final"
"09.04.2018 07:00 - 09.04.2018 07:30","107.95","107.95","265","","Final"
"09.04.2018 07:30 - 09.04.2018 08:00","107.95","107.95","160","","Final"
"09.04.2018 08:00 - 09.04.2018 08:30","90.00","90.00","92","","Final"
"09.04.2018 08:30 - 09.04.2018 09:00","36.27","36.27","50","","Final"
"09.04.2018 09:00 - 09.04.2018 09:30","39.39","39.39","32","","Final"
"09.04.2018 09:30 - 09.04.2018 10:00","107.95","107.95","171","","Final"
"09.04.2018 10:00 - 09.04.2018 10:30","107.95","107.95","419","","Final"
"09.04.2018 10:30 - 09.04.2018 11:00","107.95","107.95","492","","Final"
"09.04.2018 11:00 - 09.04.2018 11:30","107.95","107.95","542","","Final"
"09.04.2018 11:30 - 09.04.2018 12:00","107.95","107.95","460","","Final"
"09.04.2018 12:00 - 09.04.2018 12:30","107.95","107.95","536","","Final"
"09.04.2018 12:30 - 09.04.2018 13:00","102.31","102.31","189","","Final"
"09.04.2018 13:00 - 09.04.2018 13:30","81.87","81.87","133","","Final"
"09.04.2018 13:30 - 09.04.2018 14:00","69.39","69.39","70","","Final"
"09.04.2018 14:00 - 09.04.2018 14:30","88.85","88.85","175","","Final"
"09.04.2018 14:30 - 09.04.2018 15:00","90.00","90.00","223","","Final"
"09.04.2018 15:00 - 09.04.2018 15:30","90.00","90.00","376","","Final"
"09.04.2018 15:30 - 09.04.2018 16:00","90.00","90.00","495","","Final"
"09.04.2018 16:00 - 09.04.2018 16:30","84.79","84.79","304","","Final"
"09.04.2018 16:30 - 09.04.2018 17:00","84.11","84.11","319","","Final"
"09.04.2018 17:00 - 09.04.2018 17:30","53.45","53.45","226","","Final"
"09.04.2018 17:30 - 09.04.2018 18:00","41.55","41.55","82","","Final"
"09.04.2018 18:00 - 09.04.2018 18:30","41.22","41.22","4","","Final"
"09.04.2018 18:30 - 09.04.2018 19:00","75.00","75.00","59","","Final"
"09.04.2018 19:00 - 09.04.2018 19:30","42.19","42.19","37","","Final"
"09.04.2018 19:30 - 09.04.2018 20:00","40.18","40.18","426","","Final"
"09.04.2018 20:00 - 09.04.2018 20:30","40.30","40.30","269","","Final"
"09.04.2018 20:30 - 09.04.2018 21:00","40.30","40.30","371","","Final"
"09.04.2018 21:00 - 09.04.2018 21:30","39.36","39.36","541","","Final"
"09.04.2018 21:30 - 09.04.2018 22:00","28.57","28.57","891","","Final"
"09.04.2018 22:00 - 09.04.2018 22:30","36.69","36.69","452","","Final"
"09.04.2018 22:30 - 09.04.2018 23:00","37.24","37.24","371","","Final"
"09.04.2018 23:00 - 09.04.2018 23:30","58.20","58.20","19","","Final"
"09.04.2018 23:30 - 10.04.2018 00:00","58.19","58.19","81","","Final"
"10.04.2018 00:00 - 10.04.2018 00:30","61.45","61.45","374","","Final"
"10.04.2018 00:30 - 10.04.2018 01:00","57.61","57.61","171","","Final"
"10.04.2018 01:00 - 10.04.2018 01:30","37.80","37.80","122","","Final"
"10.04.2018 01:30 - 10.04.2018 02:00","34.02","34.02","418","","Final"
"10.04.2018 02:00 - 10.04.2018 02:30","34.02","34.02","286","","Final"
"10.04.2018 02:30 - 10.04.2018 03:00","34.02","34.02","451","","Final"
"10.04.2018 03:00 - 10.04.2018 03:30","34.02","34.02","411","","Final"
"10.04.2018 03:30 - 10.04.2018 04:00","40.68","40.68","455","","Final"
"10.04.2018 04:00 - 10.04.2018 04:30","40.93","40.93","458","","Final"
"10.04.2018 04:30 - 10.04.2018 05:00","44.68","44.68","371","","Final"
"10.04.2018 05:00 - 10.04.2018 05:30","35.69","35.69","155","","Final"
"10.04.2018 05:30 - 10.04.2018 06:00","37.46","37.46","416","","Final"
"10.04.2018 06:00 - 10.04.2018 06:30","37.51","37.51","354","","Final"
"10.04.2018 06:30 - 10.04.2018 07:00","37.80","37.80","338","","Final"
"10.04.2018 07:00 - 10.04.2018 07:30","74.53","74.53","43","","Final"
"10.04.2018 07:30 - 10.04.2018 08:00","80.50","80.50","383","","Final"
"10.04.2018 08:00 - 10.04.2018 08:30","79.87","79.87","271","","Final"
"10.04.2018 08:30 - 10.04.2018 09:00","81.20","81.20","643","","Final"
"10.04.2018 09:00 - 10.04.2018 09:30","89.85","89.85","1093","","Final"
"10.04.2018 09:30 - 10.04.2018 10:00","89.40","89.40","1183","","Final"
"10.04.2018 10:00 - 10.04.2018 10:30","89.86","89.86","1273","","Final"
"10.04.2018 10:30 - 10.04.2018 11:00","89.50","89.50","1223","","Final"
"10.04.2018 11:00 - 10.04.2018 11:30","89.50","89.50","1211","","Final"
"10.04.2018 11:30 - 10.04.2018 12:00","86.61","86.61","982","","Final"
"10.04.2018 12:00 - 10.04.2018 12:30","79.97","79.97","823","","Final"
"10.04.2018 12:30 - 10.04.2018 13:00","79.50","79.50","508","","Final"
"10.04.2018 13:00 - 10.04.2018 13:30","75.00","75.00","325","","Final"
"10.04.2018 13:30 - 10.04.2018 14:00","67.50","67.50","297","","Final"
"10.04.2018 14:00 - 10.04.2018 14:30","76.60","76.60","562","","Final"
"10.04.2018 14:30 - 10.04.2018 15:00","76.60","76.60","815","","Final"
"10.04.2018 15:00 - 10.04.2018 15:30","76.60","76.60","777","","Final"
"10.04.2018 15:30 - 10.04.2018 16:00","76.60","76.60","619","","Final"
"10.04.2018 16:00 - 10.04.2018 16:30","72.00","72.00","414","","Final"
"10.04.2018 16:30 - 10.04.2018 17:00","74.48","74.48","574","","Final"
"10.04.2018 17:00 - 10.04.2018 17:30","72.00","72.00","635","","Final"
"10.04.2018 17:30 - 10.04.2018 18:00","76.60","76.60","668","","Final"
"10.04.2018 18:00 - 10.04.2018 18:30","83.00","83.00","388","","Final"
"10.04.2018 18:30 - 10.04.2018 19:00","67.50","67.50","9","","Final"
"10.04.2018 19:00 - 10.04.2018 19:30","41.71","41.71","180","","Final"
"10.04.2018 19:30 - 10.04.2018 20:00","6.52","6.52","399","","Final"
"10.04.2018 20:00 - 10.04.2018 20:30","40.58","40.58","193","","Final"
"10.04.2018 20:30 - 10.04.2018 21:00","42.25","42.25","183","","Final"
"10.04.2018 21:00 - 10.04.2018 21:30","62.50","62.50","99","","Final"
"10.04.2018 21:30 - 10.04.2018 22:00","40.38","40.38","48","","Final"
"10.04.2018 22:00 - 10.04.2018 22:30","62.50","62.50","263","","Final"
"10.04.2018 22:30 - 10.04.2018 23:00","66.00","66.00","178","","Final"
"10.04.2018 23:00 - 10.04.2018 23:30","40.15","40.15","42","","Final"
"10.04.2018 23:30 - 11.04.2018 00:00","40.05","40.05","177","","Final"
"11.04.2018 00:00 - 11.04.2018 00:30","40.05","40.05","48","","Final"
"11.04.2018 00:30 - 11.04.2018 01:00","61.50","61.50","42","","Final"
"11.04.2018 01:00 - 11.04.2018 01:30","40.10","40.10","50","","Final"
"11.04.2018 01:30 - 11.04.2018 02:00","63.38","63.38","98","","Final"
"11.04.2018 02:00 - 11.04.2018 02:30","92.21","92.21","210","","Final"
"11.04.2018 02:30 - 11.04.2018 03:00","136.74","136.74","226","","Final"
"11.04.2018 03:00 - 11.04.2018 03:30","65.00","65.00","316","","Final"
"11.04.2018 03:30 - 11.04.2018 04:00","57.95","57.95","195","","Final"
"11.04.2018 04:00 - 11.04.2018 04:30","65.00","65.00","169","","Final"
"11.04.2018 04:30 - 11.04.2018 05:00","65.00","65.00","236","","Final"
"11.04.2018 05:00 - 11.04.2018 05:30","65.00","65.00","206","","Final"
"11.04.2018 05:30 - 11.04.2018 06:00","37.89","37.89","370","","Final"
"11.04.2018 06:00 - 11.04.2018 06:30","40.05","40.05","197","","Final"
"11.04.2018 06:30 - 11.04.2018 07:00","44.25","44.25","2","","Final"
"11.04.2018 07:00 - 11.04.2018 07:30","77.45","77.45","264","","Final"
"11.04.2018 07:30 - 11.04.2018 08:00","90.00","90.00","468","","Final"
"11.04.2018 08:00 - 11.04.2018 08:30","86.90","86.90","551","","Final"
"11.04.2018 08:30 - 11.04.2018 09:00","77.45","77.45","405","","Final"
"11.04.2018 09:00 - 11.04.2018 09:30","83.91","83.91","407","","Final"
"11.04.2018 09:30 - 11.04.2018 10:00","77.45","77.45","164","","Final"
"11.04.2018 10:00 - 11.04.2018 10:30","77.45","77.45","104","","Final"
"11.04.2018 10:30 - 11.04.2018 11:00","77.67","77.67","252","","Final"
"11.04.2018 11:00 - 11.04.2018 11:30","83.55","83.55","307","","Final"
